"Country or Area","Year(s)","Variant","Value"
"Sustainable Development Goal (SDG) regions","1975-1980","Medium",""
"Sustainable Development Goal (SDG) regions","1970-1975","Medium",""
"Sustainable Development Goal (SDG) regions","1965-1970","Medium",""
"Sustainable Development Goal (SDG) regions","1960-1965","Medium",""
"Sustainable Development Goal (SDG) regions","1955-1960","Medium",""
"Sustainable Development Goal (SDG) regions","1950-1955","Medium",""
"Sweden","2095-2100","Medium","0.368"
"Sweden","2090-2095","Medium","0.412"
"Sweden","2085-2090","Medium","0.461"
"Sweden","2080-2085","Medium","0.516"
"Sweden","2075-2080","Medium","0.574"
"Sweden","2070-2075","Medium","0.637"
"Sweden","2065-2070","Medium","0.709"
"Sweden","2060-2065","Medium","0.789"
"Sweden","2055-2060","Medium","0.877"
"Sweden","2050-2055","Medium","0.978"
"Sweden","2045-2050","Medium","1.09"
"Sweden","2040-2045","Medium","1.221"
"Sweden","2035-2040","Medium","1.37"
"Sweden","2030-2035","Medium","1.549"
"Sweden","2025-2030","Medium","1.773"
"Sweden","2020-2025","Medium","2.073"
"Sweden","2015-2020","Medium","2.464"
"Sweden","2010-2015","Medium","2.896"
"Sweden","2005-2010","Medium","3.242"
"Sweden","2000-2005","Medium","3.922"
"Sweden","1995-2000","Medium","4.292"
"Sweden","1990-1995","Medium","6.032"
"Sweden","1985-1990","Medium","7.287"
"Sweden","1980-1985","Medium","7.897"
"Sweden","1975-1980","Medium","9.307"
"Sweden","1970-1975","Medium","12.006"
"Sweden","1965-1970","Medium","14.6"
"Sweden","1960-1965","Medium","18.226"
"Sweden","1955-1960","Medium","20.473"
"Sweden","1950-1955","Medium","23.759"
"Switzerland","2095-2100","Medium","0.619"
"Switzerland","2090-2095","Medium","0.711"
"Switzerland","2085-2090","Medium","0.81"
"Switzerland","2080-2085","Medium","0.919"
"Switzerland","2075-2080","Medium","1.036"
"Switzerland","2070-2075","Medium","1.162"
"Switzerland","2065-2070","Medium","1.302"
"Switzerland","2060-2065","Medium","1.451"
"Switzerland","2055-2060","Medium","1.615"
"Switzerland","2050-2055","Medium","1.796"
"Switzerland","2045-2050","Medium","1.992"
"Switzerland","2040-2045","Medium","2.208"
"Switzerland","2035-2040","Medium","2.444"
"Switzerland","2030-2035","Medium","2.71"
"Switzerland","2025-2030","Medium","3.009"
"Switzerland","2020-2025","Medium","3.352"
"Switzerland","2015-2020","Medium","3.788"
"Switzerland","2010-2015","Medium","4.399"
"Switzerland","2005-2010","Medium","4.852"
"Switzerland","2000-2005","Medium","5.492"
"Switzerland","1995-2000","Medium","5.895"
"Switzerland","1990-1995","Medium","7.494"
"Switzerland","1985-1990","Medium","8.7"
"Switzerland","1980-1985","Medium","9.78"
"Switzerland","1975-1980","Medium","12.027"
"Switzerland","1970-1975","Medium","16.859"
"Switzerland","1965-1970","Medium","20.524"
"Switzerland","1960-1965","Medium","25.443"
"Switzerland","1955-1960","Medium","28.953"
"Switzerland","1950-1955","Medium","35.709"
"Syrian Arab Republic","2095-2100","Medium","1.764"
"Syrian Arab Republic","2090-2095","Medium","1.889"
"Syrian Arab Republic","2085-2090","Medium","2.021"
"Syrian Arab Republic","2080-2085","Medium","2.164"
"Syrian Arab Republic","2075-2080","Medium","2.321"
"Syrian Arab Republic","2070-2075","Medium","2.488"
"Syrian Arab Republic","2065-2070","Medium","2.68"
"Syrian Arab Republic","2060-2065","Medium","2.889"
"Syrian Arab Republic","2055-2060","Medium","3.128"
"Syrian Arab Republic","2050-2055","Medium","3.418"
"Syrian Arab Republic","2045-2050","Medium","3.732"
"Syrian Arab Republic","2040-2045","Medium","4.118"
"Syrian Arab Republic","2035-2040","Medium","5.164"
"Syrian Arab Republic","2030-2035","Medium","6.449"
"Syrian Arab Republic","2025-2030","Medium","8.024"
"Syrian Arab Republic","2020-2025","Medium","12.727"
"Syrian Arab Republic","2015-2020","Medium","17.772"
"Syrian Arab Republic","2010-2015","Medium","20.677"
"Syrian Arab Republic","2005-2010","Medium","17.31"
"Syrian Arab Republic","2000-2005","Medium","20.884"
"Syrian Arab Republic","1995-2000","Medium","25.187"
"Syrian Arab Republic","1990-1995","Medium","31.673"
"Syrian Arab Republic","1985-1990","Medium","41.489"
"Syrian Arab Republic","1980-1985","Medium","55.022"
"Syrian Arab Republic","1975-1980","Medium","73.862"
"Syrian Arab Republic","1970-1975","Medium","98.464"
"Syrian Arab Republic","1965-1970","Medium","128.737"
"Syrian Arab Republic","1960-1965","Medium","156.708"
"Syrian Arab Republic","1955-1960","Medium","182.15"
"Syrian Arab Republic","1950-1955","Medium","211.197"
"Tajikistan","2095-2100","Medium","5.159"
"Tajikistan","2090-2095","Medium","5.484"
"Tajikistan","2085-2090","Medium","5.8"
"Tajikistan","2080-2085","Medium","6.226"
"Tajikistan","2075-2080","Medium","6.705"
"Tajikistan","2070-2075","Medium","7.219"
"Tajikistan","2065-2070","Medium","7.899"
"Tajikistan","2060-2065","Medium","8.742"
"Tajikistan","2055-2060","Medium","9.7"
"Tajikistan","2050-2055","Medium","10.917"
"Tajikistan","2045-2050","Medium","12.372"
"Tajikistan","2040-2045","Medium","14.073"
"Tajikistan","2035-2040","Medium","16.243"
"Tajikistan","2030-2035","Medium","18.969"
"Tajikistan","2025-2030","Medium","22.34"
"Tajikistan","2020-2025","Medium","26.728"
"Tajikistan","2015-2020","Medium","32.27"
"Tajikistan","2010-2015","Medium","37.872"
"Tajikistan","2005-2010","Medium","48.955"
"Tajikistan","2000-2005","Medium","74.67"
"Tajikistan","1995-2000","Medium","106.815"
"Tajikistan","1990-1995","Medium","115.641"
"Tajikistan","1985-1990","Medium","109.287"
"Tajikistan","1980-1985","Medium","130.164"
"Tajikistan","1975-1980","Medium","135.701"
"Tajikistan","1970-1975","Medium","151.807"
"Tajikistan","1965-1970","Medium","171.025"
"Tajikistan","1960-1965","Medium","185.821"
"Tajikistan","1955-1960","Medium","202.124"
"Tajikistan","1950-1955","Medium","216.314"
"Thailand","2095-2100","Medium","2.566"
"Thailand","2090-2095","Medium","2.697"
"Thailand","2085-2090","Medium","2.833"
"Thailand","2080-2085","Medium","2.98"
"Thailand","2075-2080","Medium","3.13"
"Thailand","2070-2075","Medium","3.299"
"Thailand","2065-2070","Medium","3.487"
"Thailand","2060-2065","Medium","3.692"
"Thailand","2055-2060","Medium","3.935"
"Thailand","2050-2055","Medium","4.219"
"Thailand","2045-2050","Medium","4.565"
"Thailand","2040-2045","Medium","4.99"
"Thailand","2035-2040","Medium","5.516"
"Thailand","2030-2035","Medium","6.137"
"Thailand","2025-2030","Medium","6.866"
"Thailand","2020-2025","Medium","7.751"
"Thailand","2015-2020","Medium","8.997"
"Thailand","2010-2015","Medium","11.734"
"Thailand","2005-2010","Medium","15.597"
"Thailand","2000-2005","Medium","19.613"
"Thailand","1995-2000","Medium","24.595"
"Thailand","1990-1995","Medium","31.27"
"Thailand","1985-1990","Medium","41.505"
"Thailand","1980-1985","Medium","53.057"
"Thailand","1975-1980","Medium","66.757"
"Thailand","1970-1975","Medium","85.639"
"Thailand","1965-1970","Medium","109.145"
"Thailand","1960-1965","Medium","132.67"
"Thailand","1955-1960","Medium","158.711"
"Thailand","1950-1955","Medium","188.783"
"Timor-Leste","2095-2100","Medium","9.826"
"Timor-Leste","2090-2095","Medium","10.327"
"Timor-Leste","2085-2090","Medium","10.89"
"Timor-Leste","2080-2085","Medium","11.606"
"Timor-Leste","2075-2080","Medium","12.421"
"Timor-Leste","2070-2075","Medium","13.345"
"Timor-Leste","2065-2070","Medium","14.456"
"Timor-Leste","2060-2065","Medium","15.719"
"Timor-Leste","2055-2060","Medium","17.196"
"Timor-Leste","2050-2055","Medium","18.935"
"Timor-Leste","2045-2050","Medium","20.944"
"Timor-Leste","2040-2045","Medium","23.377"
"Timor-Leste","2035-2040","Medium","26.23"
"Timor-Leste","2030-2035","Medium","29.687"
"Timor-Leste","2025-2030","Medium","34.015"
"Timor-Leste","2020-2025","Medium","39.604"
"Timor-Leste","2015-2020","Medium","46.738"
"Timor-Leste","2010-2015","Medium","56.683"
"Timor-Leste","2005-2010","Medium","67.549"
"Timor-Leste","2000-2005","Medium","92.064"
"Timor-Leste","1995-2000","Medium","124.723"
"Timor-Leste","1990-1995","Medium","173.761"
"Timor-Leste","1985-1990","Medium","211.172"
"Timor-Leste","1980-1985","Medium","274.496"
"Timor-Leste","1975-1980","Medium","373.66"
"Timor-Leste","1970-1975","Medium","274.242"
"Timor-Leste","1965-1970","Medium","300.308"
"Timor-Leste","1960-1965","Medium","328.338"
"Timor-Leste","1955-1960","Medium","357.677"
"Timor-Leste","1950-1955","Medium","389.006"
"Togo","2095-2100","Medium","18.376"
"Togo","2090-2095","Medium","19.414"
"Togo","2085-2090","Medium","20.506"
"Togo","2080-2085","Medium","21.802"
"Togo","2075-2080","Medium","23.267"
"Togo","2070-2075","Medium","24.894"
"Togo","2065-2070","Medium","26.893"
"Togo","2060-2065","Medium","29.187"
"Togo","2055-2060","Medium","31.921"
"Togo","2050-2055","Medium","34.905"
"Togo","2045-2050","Medium","38.366"
"Togo","2040-2045","Medium","42.275"
"Togo","2035-2040","Medium","46.763"
"Togo","2030-2035","Medium","52.021"
"Togo","2025-2030","Medium","58.241"
"Togo","2020-2025","Medium","65.597"
"Togo","2015-2020","Medium","75.402"
"Togo","2010-2015","Medium","84.422"
"Togo","2005-2010","Medium","97.72"
"Togo","2000-2005","Medium","123.631"
"Togo","1995-2000","Medium","132.26"
"Togo","1990-1995","Medium","141.899"
"Togo","1985-1990","Medium","152.732"
"Togo","1980-1985","Medium","166.749"
"Togo","1975-1980","Medium","185.869"
"Togo","1970-1975","Medium","208.319"
"Togo","1965-1970","Medium","232.518"
"Togo","1960-1965","Medium","258.743"
"Togo","1955-1960","Medium","288.034"
"Togo","1950-1955","Medium","320.576"
"Tokelau","2095-2100","Medium",""
"Tokelau","2090-2095","Medium",""
"Tokelau","2085-2090","Medium",""
"Tokelau","2080-2085","Medium",""
"Tokelau","2075-2080","Medium",""
"Tokelau","2070-2075","Medium",""
"Tokelau","2065-2070","Medium",""
"Tokelau","2060-2065","Medium",""
"Tokelau","2055-2060","Medium",""
"Tokelau","2050-2055","Medium",""
"Tokelau","2045-2050","Medium",""
"Tokelau","2040-2045","Medium",""
"Tokelau","2035-2040","Medium",""
"Tokelau","2030-2035","Medium",""
"Tokelau","2025-2030","Medium",""
"Tokelau","2020-2025","Medium",""
"Tokelau","2015-2020","Medium",""
"Tokelau","2010-2015","Medium",""
"Tokelau","2005-2010","Medium",""
"Tokelau","2000-2005","Medium",""
"Tokelau","1995-2000","Medium",""
"Tokelau","1990-1995","Medium",""
"Tokelau","1985-1990","Medium",""
"Tokelau","1980-1985","Medium",""
"Tokelau","1975-1980","Medium",""
"Tokelau","1970-1975","Medium",""
"Tokelau","1965-1970","Medium",""
"Tokelau","1960-1965","Medium",""
"Tokelau","1955-1960","Medium",""
"Tokelau","1950-1955","Medium",""
"Tonga","2095-2100","Medium","4.711"
"Tonga","2090-2095","Medium","4.854"
"Tonga","2085-2090","Medium","5.042"
"Tonga","2080-2085","Medium","5.249"
"Tonga","2075-2080","Medium","5.501"
"Tonga","2070-2075","Medium","5.792"
"Tonga","2065-2070","Medium","6.196"
"Tonga","2060-2065","Medium","6.665"
"Tonga","2055-2060","Medium","7.19"
"Tonga","2050-2055","Medium","7.791"
"Tonga","2045-2050","Medium","8.469"
"Tonga","2040-2045","Medium","9.222"
"Tonga","2035-2040","Medium","10.128"
"Tonga","2030-2035","Medium","11.154"
"Tonga","2025-2030","Medium","12.345"
"Tonga","2020-2025","Medium","13.721"
"Tonga","2015-2020","Medium","15.65"
"Tonga","2010-2015","Medium","17.186"
"Tonga","2005-2010","Medium","16.768"
"Tonga","2000-2005","Medium","16.762"
"Tonga","1995-2000","Medium","18.174"
"Tonga","1990-1995","Medium","20.266"
"Tonga","1985-1990","Medium","23.993"
"Tonga","1980-1985","Medium","27.31"
"Tonga","1975-1980","Medium","32.817"
"Tonga","1970-1975","Medium","42.481"
"Tonga","1965-1970","Medium","59.034"
"Tonga","1960-1965","Medium","78.925"
"Tonga","1955-1960","Medium","93.038"
"Tonga","1950-1955","Medium","108.048"
"Trinidad and Tobago","2095-2100","Medium","5.602"
"Trinidad and Tobago","2090-2095","Medium","6.031"
"Trinidad and Tobago","2085-2090","Medium","6.521"
"Trinidad and Tobago","2080-2085","Medium","7.076"
"Trinidad and Tobago","2075-2080","Medium","7.711"
"Trinidad and Tobago","2070-2075","Medium","8.433"
"Trinidad and Tobago","2065-2070","Medium","9.217"
"Trinidad and Tobago","2060-2065","Medium","10.119"
"Trinidad and Tobago","2055-2060","Medium","11.179"
"Trinidad and Tobago","2050-2055","Medium","12.372"
"Trinidad and Tobago","2045-2050","Medium","13.738"
"Trinidad and Tobago","2040-2045","Medium","15.268"
"Trinidad and Tobago","2035-2040","Medium","16.984"
"Trinidad and Tobago","2030-2035","Medium","18.885"
"Trinidad and Tobago","2025-2030","Medium","21.038"
"Trinidad and Tobago","2020-2025","Medium","23.445"
"Trinidad and Tobago","2015-2020","Medium","25.913"
"Trinidad and Tobago","2010-2015","Medium","29.559"
"Trinidad and Tobago","2005-2010","Medium","32.425"
"Trinidad and Tobago","2000-2005","Medium","32.832"
"Trinidad and Tobago","1995-2000","Medium","32.524"
"Trinidad and Tobago","1990-1995","Medium","32.39"
"Trinidad and Tobago","1985-1990","Medium","33.735"
"Trinidad and Tobago","1980-1985","Medium","37.32"
"Trinidad and Tobago","1975-1980","Medium","42.856"
"Trinidad and Tobago","1970-1975","Medium","48.615"
"Trinidad and Tobago","1965-1970","Medium","53.933"
"Trinidad and Tobago","1960-1965","Medium","61.665"
"Trinidad and Tobago","1955-1960","Medium","73.462"
"Trinidad and Tobago","1950-1955","Medium","86.237"
"Tunisia","2095-2100","Medium","2.285"
"Tunisia","2090-2095","Medium","2.467"
"Tunisia","2085-2090","Medium","2.657"
"Tunisia","2080-2085","Medium","2.87"
"Tunisia","2075-2080","Medium","3.107"
"Tunisia","2070-2075","Medium","3.366"
"Tunisia","2065-2070","Medium","3.669"
"Tunisia","2060-2065","Medium","4.004"
"Tunisia","2055-2060","Medium","4.393"
"Tunisia","2050-2055","Medium","4.847"
"Tunisia","2045-2050","Medium","5.387"
"Tunisia","2040-2045","Medium","6.137"
"Tunisia","2035-2040","Medium","7.037"
"Tunisia","2030-2035","Medium","8.115"
"Tunisia","2025-2030","Medium","9.477"
"Tunisia","2020-2025","Medium","11.214"
"Tunisia","2015-2020","Medium","13.453"
"Tunisia","2010-2015","Medium","15.37"
"Tunisia","2005-2010","Medium","19.581"
"Tunisia","2000-2005","Medium","25.563"
"Tunisia","1995-2000","Medium","32.991"
"Tunisia","1990-1995","Medium","40.553"
"Tunisia","1985-1990","Medium","56.943"
"Tunisia","1980-1985","Medium","76.793"
"Tunisia","1975-1980","Medium","115.518"
"Tunisia","1970-1975","Medium","164.05"
"Tunisia","1965-1970","Medium","209.483"
"Tunisia","1960-1965","Medium","255.564"
"Tunisia","1955-1960","Medium","286.166"
"Tunisia","1950-1955","Medium","302.271"
"Turkey","2095-2100","Medium","2.232"
"Turkey","2090-2095","Medium","2.381"
"Turkey","2085-2090","Medium","2.548"
"Turkey","2080-2085","Medium","2.732"
"Turkey","2075-2080","Medium","2.933"
"Turkey","2070-2075","Medium","3.158"
"Turkey","2065-2070","Medium","3.414"
"Turkey","2060-2065","Medium","3.716"
"Turkey","2055-2060","Medium","4.072"
"Turkey","2050-2055","Medium","4.503"
"Turkey","2045-2050","Medium","5.037"
"Turkey","2040-2045","Medium","5.708"
"Turkey","2035-2040","Medium","6.572"
"Turkey","2030-2035","Medium","7.702"
"Turkey","2025-2030","Medium","9.108"
"Turkey","2020-2025","Medium","10.891"
"Turkey","2015-2020","Medium","13.252"
"Turkey","2010-2015","Medium","17.446"
"Turkey","2005-2010","Medium","22.997"
"Turkey","2000-2005","Medium","34.033"
"Turkey","1995-2000","Medium","49.774"
"Turkey","1990-1995","Medium","72.685"
"Turkey","1985-1990","Medium","93.136"
"Turkey","1980-1985","Medium","118.037"
"Turkey","1975-1980","Medium","147.847"
"Turkey","1970-1975","Medium","182.977"
"Turkey","1965-1970","Medium","211.304"
"Turkey","1960-1965","Medium","243.189"
"Turkey","1955-1960","Medium","273.091"
"Turkey","1950-1955","Medium","292.054"
"Turkmenistan","2095-2100","Medium","10.579"
"Turkmenistan","2090-2095","Medium","11.664"
"Turkmenistan","2085-2090","Medium","12.818"
"Turkmenistan","2080-2085","Medium","14.144"
"Turkmenistan","2075-2080","Medium","15.675"
"Turkmenistan","2070-2075","Medium","17.323"
"Turkmenistan","2065-2070","Medium","19.203"
"Turkmenistan","2060-2065","Medium","21.305"
"Turkmenistan","2055-2060","Medium","23.598"
"Turkmenistan","2050-2055","Medium","26.136"
"Turkmenistan","2045-2050","Medium","28.951"
"Turkmenistan","2040-2045","Medium","31.999"
"Turkmenistan","2035-2040","Medium","35.424"
"Turkmenistan","2030-2035","Medium","38.993"
"Turkmenistan","2025-2030","Medium","42.908"
"Turkmenistan","2020-2025","Medium","47.067"
